issue,issue_kind,restated_from,target_fiscal_year,real_low,real_high,real_median,cpi_low,cpi_high,cpi_median,cpi_extax_low,cpi_extax_high,cpi_extax_median,source_url,notes
2026-01,restated,2025-10,2027,0.7,1.1,1.0,1.8,2.0,2.0,,,,https://www.boj.or.jp/mopo/outlook/gor2601a.pdf,コアコア(除く生鮮食品・エネルギー): 2.0〜2.2 <2.0>
2026-04,main,,2025,1.0,1.0,1.0,2.7,2.7,2.7,,,,https://www.boj.or.jp/mopo/outlook/gor2604a.pdf,消費者物価指数(除く生鮮食品)は単一値(実績値、注3)。コアコア(除く生鮮食品・エネルギー)も単一値(実績値): 3.0
2026-04,main,,2026,0.4,0.7,0.5,2.8,3.0,2.8,,,,https://www.boj.or.jp/mopo/outlook/gor2604a.pdf,コアコア(除く生鮮食品・エネルギー): 2.5〜2.7 <2.6>
2026-04,main,,2027,0.6,0.8,0.7,2.3,2.4,2.3,,,,https://www.boj.or.jp/mopo/outlook/gor2604a.pdf,コアコア(除く生鮮食品・エネルギー): 2.6〜2.7 <2.6>
2026-04,main,,2028,0.7,0.8,0.8,2.0,2.2,2.0,,,,https://www.boj.or.jp/mopo/outlook/gor2604a.pdf,コアコア(除く生鮮食品・エネルギー): 2.1〜2.4 <2.2>。前号(2026-01)にこの年度の見通しが無いため再掲行なし
2026-04,restated,2026-01,2025,0.8,0.9,0.9,2.7,2.8,2.7,,,,https://www.boj.or.jp/mopo/outlook/gor2604a.pdf,コアコア(除く生鮮食品・エネルギー): 2.9〜3.1 <3.0>
2026-04,restated,2026-01,2026,0.8,1.0,1.0,1.9,2.0,1.9,,,,https://www.boj.or.jp/mopo/outlook/gor2604a.pdf,コアコア(除く生鮮食品・エネルギー): 2.0〜2.3 <2.2>
2026-04,restated,2026-01,2027,0.8,1.0,0.8,1.9,2.2,2.0,,,,https://www.boj.or.jp/mopo/outlook/gor2604a.pdf,コアコア(除く生鮮食品・エネルギー): 2.0〜2.3 <2.1>
2026-07,main,,2026,0.6,0.7,0.6,2.3,2.7,2.5,,,,https://www.boj.or.jp/mopo/outlook/gor2607a.pdf,コアコア(除く生鮮食品・エネルギー): 2.3〜2.6 <2.5>
2026-07,main,,2027,0.7,0.8,0.8,2.2,2.5,2.4,,,,https://www.boj.or.jp/mopo/outlook/gor2607a.pdf,コアコア(除く生鮮食品・エネルギー): 2.2〜2.7 <2.6>
2026-07,main,,2028,0.7,0.8,0.8,2.0,2.2,2.0,,,,https://www.boj.or.jp/mopo/outlook/gor2607a.pdf,コアコア(除く生鮮食品・エネルギー): 2.1〜2.3 <2.2>
2026-07,restated,2026-04,2026,0.4,0.7,0.5,2.8,3.0,2.8,,,,https://www.boj.or.jp/mopo/outlook/gor2607a.pdf,コアコア(除く生鮮食品・エネルギー): 2.5〜2.7 <2.6>
2026-07,restated,2026-04,2027,0.6,0.8,0.7,2.3,2.4,2.3,,,,https://www.boj.or.jp/mopo/outlook/gor2607a.pdf,コアコア(除く生鮮食品・エネルギー): 2.6〜2.7 <2.6>
2026-07,restated,2026-04,2028,0.7,0.8,0.8,2.0,2.2,2.0,,,,https://www.boj.or.jp/mopo/outlook/gor2607a.pdf,コアコア(除く生鮮食品・エネルギー): 2.1〜2.4 <2.2>
